,,M (pente),,,,,,,,,,,,,,,,,, B (ordonnée à l'origine),,,,,,,,,,,,,,,,,,
Type-Superf,reprise,1,2,3,4,5,6,7,8,9,10,15,20,25,30,40,50,60,200,,,,,,,,,,,,,,,,,,,
U_1_ec25_   416,0.004354987957369,0.009592884543721,0.010480939244724,0.012387486729748,0.022946776405341,0.024993966533335,0.017735760431475,0.021417929953887,0.020452321008584,0.020211195678321,0.020075931162984,0.019991716189285,0.019823846730164,0.019875111252553,0.019786985133837,0.019810112054985,0.019657493974269,0.019730158770172,0.019743326483991,31.053811179732000,34.305509684408500,22.222001436388500,20.171378182296000,13.001747957764900,10.655497164800500,13.473973761140900,10.908885714107800,11.121894815745500,10.733445575651000,10.536424197176800,9.519466008958700,8.987233916495670,8.573191676687450,8.296330697151640,7.856515893473000,7.625509474607820,7.374462399526970,6.268285036317160
U_1_ec25_   600,0.003978075098567,0.008088289909449,0.008745428290458,0.009231273225891,0.010378830764312,0.013009682276982,0.017205739719137,0.016881903404995,0.016210767154094,0.016470624353854,0.016415022603942,0.016822190030191,0.016971281175330,0.017048531239232,0.017229027563420,0.017300692735669,0.017413828433554,0.017444951078981,0.017945319246444,31.279958895012900,35.208266464971500,23.263308008947700,22.065106284609900,20.542515342382800,17.846067718612300,13.791986188543600,13.630501643443000,13.666827128439800,12.977788370331100,12.732969332602300,11.421181704415000,10.698773249396300,10.269139684680100,9.831105239401380,9.362167485062990,8.971708799036690,8.745587014241300,7.347089378845640
U_1_ec30_    67,0.002738611703863,0.036481668290493,0.069289118207162,0.093339614086368,0.027306255043633,0.034067853143670,0.090195208603691,0.071403135775934,0.039287915196213,0.037431458878101,0.050446485664315,0.043925132056657,0.041875807077375,0.040526344843591,0.039340153136207,0.037934516427336,0.036606428455929,0.035814945181362,0.032116152654244,35.978004860136200,33.703044493061500,-0.197039996836440,5.181754723234270,8.875108481947600,6.954547113068270,2.464584073234810,4.061815656870570,6.469642288781770,6.290710150793900,5.062614826342550,5.052154122551410,4.858336918008000,4.707900524387610,4.612705263261960,4.429253836295880,4.314609453975550,4.228257656432350,3.738404818344530
U_1_ec30_    96,0.006474325486409,0.035843665481209,0.350197200643306,0.035499640972567,0.025154713710630,0.093969415102136,0.047060347943990,0.029284945716088,0.046963884240417,0.053572044842448,0.042277691182671,0.039655613841405,0.038213189309748,0.037359864096143,0.036047206968015,0.035192429627326,0.034691358468603,0.034105155648676,0.031037061615854,35.619376337011800,33.764292762752800,-27.164215910706300,10.734392142159100,9.081656449915880,1.203997165055520,6.605530696566050,8.105161902615820,5.732749260538150,4.741213898216580,5.846819096580440,5.462027871215600,5.209948223700260,5.011882676142580,4.928828095408420,4.692494169096900,4.498456172758800,4.392397451570220,3.841997558029970
U_1_ec30_   139,0.005460339922563,0.027056913580278,0.091952668903944,0.016145633848668,0.084774226252589,0.029143343843711,0.025902561892089,0.050030853387244,0.035246747414361,0.029399261394793,0.037696939069240,0.032770651937487,0.031342396548616,0.030541566776104,0.030469938292545,0.029194490640654,0.028504709970725,0.028275601992114,0.026640198755967,35.760320330386300,34.985651276982200,8.731774001065090,13.424599132381000,0.794544206583639,10.214821069976600,9.546462957780310,5.221480736325090,7.361431279360000,8.101230797440630,6.483543640347300,6.419037575860140,6.164988417497550,5.959626003627960,5.704068441298650,5.526207688244280,5.358400313963850,5.202705409832260,4.453161495554250
U_1_ec30_   200,0.004459562364193,0.017014653798350,0.020038774266272,0.025506446441323,0.031793383974422,0.022239082441933,0.044438191741185,0.023032628415649,0.032730106378047,0.031399924718810,0.026467317643360,0.027786996280620,0.026979533083649,0.026446965417286,0.025727093244711,0.025471034570603,0.025256539064236,0.025030817157138,0.024056761096951,35.960475842060400,36.994103233368000,23.114552928599500,11.552436613850200,11.390712662216900,11.595673350332100,5.839336987961200,10.621125730644200,7.864759486622820,7.701098132637230,8.729467925523410,7.415768707233620,7.037561110491040,6.778546275391730,6.652637450865510,6.270898902254540,6.008034495261580,5.851662376827560,4.969849027357430
U_1_ec30_   288,0.004848877867575,0.013020913922903,0.013670500056502,0.076368426970527,0.016345408285966,0.041220500823731,0.019862995853633,0.031868547438719,0.023853982282134,0.027475093588938,0.025926997167254,0.024749117346081,0.024091427033379,0.023421976813235,0.023431529890728,0.023188298991728,0.022817299443629,0.022517265361637,0.021793035884618,35.848352977086300,38.144300317496500,24.948615901013100,-3.095813778560690,15.839729660492300,6.129024856374250,12.916993403576000,8.076381051999940,10.421083226245700,8.831449498040360,8.885080222641920,8.290677840380690,7.869335652968830,7.649742993358270,7.313759696812730,6.928326748970390,6.710535505996570,6.575565293931840,5.621801888509330
U_1_ec30_   416,0.004354987957369,0.010184676889061,0.010534370282658,0.014570810413379,0.037430994219003,0.015268050117185,0.026855165989024,0.021146798924490,0.022577226127544,0.021807894506018,0.021750201652738,0.021167402875843,0.020903471755174,0.020996861428702,0.020516530722637,0.020366461377046,0.020221437702775,0.020405235620402,0.020094488749565,36.053811179732000,39.324174923574700,26.253245886932100,22.611994709212800,7.068125912348990,16.925244350297600,10.008250627253500,12.536628433919400,10.952213786555100,11.189004316535300,10.622627156680300,9.780671059999870,9.195525048701840,8.658590993324080,8.526399350738530,8.102211196678150,7.790413990191520,7.454169666285730,6.328397496691400
U_1_ec30_   600,0.003978075098567,0.007838969320987,0.009415860127344,0.010204903395264,0.014216589704530,0.024202821202777,0.018236905745839,0.017120453648498,0.018893205207584,0.018370638591705,0.018395638919705,0.018232122610181,0.018056946537025,0.018059002497622,0.018264600418201,0.018195923364495,0.018236012706370,0.018204802046730,0.018205455356576,36.279958895012900,40.731599464419100,26.924351980121000,25.231538920081900,20.996768621032700,11.564381698942000,15.179206773164400,14.952435599514700,13.162626338531300,13.251357865123200,12.635364796500100,11.541839219397100,10.903440179591300,10.421306351972300,9.877557533399830,9.404534004208940,8.981668988034510,8.774429810488880,7.461817532484720
U_1_ed_    67,0.072738611703863,0.044506181758487,0.038445876035407,0.034580639339063,0.033550800392257,0.032891620231281,0.032301967152583,0.032199484125156,0.032289565352135,0.031642694896368,0.032106117324017,0.031224543445058,0.031481511614844,0.030931448748395,0.031005686025468,0.031011661725531,0.030889775182267,0.030775807819255,0.030585027974300,5.978004860136150,8.838153440277660,3.648410910832630,3.835232610473730,3.774681998679940,3.745143541258030,3.721241473839170,3.667782110365440,3.615868270713140,3.623555390734910,3.552049531485260,3.487470673203830,3.390191022593420,3.377724111955320,3.328377184874330,3.272047818622750,3.245053317222290,3.225688198278680,3.107841770261610
U_1_ed_    96,0.076474325486409,0.045664110220817,0.032993735473172,0.031576441774784,0.031193370925076,0.030479048052234,0.030514420473338,0.030275807061116,0.029664533995706,0.029665524179940,0.029051629359244,0.029282105113882,0.028752439522435,0.029038649226639,0.028759304563308,0.028470961898198,0.028548486991444,0.028408168291015,0.028151884615202,5.619376337011780,8.726992307893960,4.171816404807150,4.123635576644580,4.000995227529320,3.976750470446560,3.892845955046670,3.852455108513340,3.867871280930310,3.813363779511980,3.845280376103520,3.673944752996720,3.652181943464590,3.559432866043900,3.544029805241760,3.515955002046680,3.469816983541350,3.452981592989670,3.341423532735000
U_1_ed_   139,0.075460339922563,0.040317936010776,0.028525046813333,0.027363011876656,0.026909772223800,0.026833243182859,0.026479785891674,0.026498715962118,0.026262510679312,0.026325482436046,0.026364798445083,0.025739774572573,0.025770955240876,0.025596870350347,0.025703489022226,0.025560934150830,0.025360255177549,0.025403341818159,0.025196549956046,5.760320330386280,9.470110523089670,4.792964128524700,4.709302332484400,4.596415447006790,4.483517347289750,4.453660161898010,4.377470771274020,4.340752521909110,4.277629581913260,4.218749873171790,4.166328698238650,4.066608258601360,4.037840129848480,3.968788165452080,3.920448858930820,3.912981205672690,3.870652472716720,3.752215050357680
U_1_ed_   200,0.074459562364193,0.037972899185128,0.026069095090295,0.025504293579598,0.025051387369436,0.024852386787625,0.024536636718358,0.024180538515391,0.024392686425599,0.024121172202107,0.024025232209811,0.023869583342351,0.023600814203544,0.023474154434427,0.023331318610697,0.023242223518187,0.023060088641965,0.022931190312373,0.022840717467851,5.960475842060350,9.939117888219400,5.284154473132480,5.081045991895950,4.968092417879540,4.879688626336420,4.842289996561170,4.841106260619480,4.714717372651630,4.718491628701050,4.686663120226300,4.540366944283120,4.500636466067780,4.462383313032600,4.443222247757870,4.384190985459440,4.373014512789590,4.365082773873830,4.223381547996730
U_1_ed_   288,0.074848877867575,0.028175883897751,0.022173129750416,0.021785054718645,0.021531749264023,0.021417879024587,0.021265265489433,0.021207622706701,0.021083204345508,0.021120154200681,0.021067817056438,0.020931538761913,0.020947774227066,0.021004567428326,0.020944275058030,0.021010687873407,0.021052005636892,0.021157153055058,0.021104068881052,5.848352977086320,12.760658290983800,6.406192491017560,6.152186783850440,5.981748192238380,5.868826862091290,5.784444910491450,5.697306013522170,5.667848211718070,5.582784813111880,5.538398684397600,5.386523783449170,5.264711979293550,5.173624370789650,5.130690790925970,5.026873251156120,4.951342418250630,4.876005503980680,4.723536340994730
U_1_ed_   416,0.058050640131282,0.023176588072850,0.019951016068255,0.019563293570222,0.019371811628748,0.019356531697923,0.019380413525452,0.019287318757037,0.019212578989833,0.019172315776711,0.019170490788212,0.019190583084153,0.019197229188390,0.019175044325579,0.019207390822098,0.019158444041957,0.019264643693262,0.019271727407707,0.019484387912346,12.836419875384200,14.840365354142900,7.330591782796600,7.076439421594170,6.880282248512880,6.726347349983620,6.568543327507890,6.496152456582210,6.446028359678540,6.393085597483230,6.327686411979880,6.110761345397670,5.992938715382460,5.934705981532270,5.853234633073800,5.797406685039160,5.694884986800580,5.660342573278580,5.397323623976490
U_1_ed_   600,0.052657320381586,0.019510888117149,0.018032807160543,0.017745790932414,0.017598457895812,0.017535927692794,0.017460984279280,0.017555280992418,0.017570617392026,0.017523433468028,0.017515578435743,0.017526823654853,0.017543896555029,0.017645933670346,0.017643254476444,0.017798705650596,0.017794741634321,0.017847554368701,0.018152326636487,16.072411725201600,17.039785327563500,8.481517127423340,8.166941004279370,7.944294488274370,7.818709753060870,7.720200875210960,7.535375115353640,7.431205318362710,7.382414982693080,7.320633823460920,7.109017002977550,6.984938295399080,6.852172374672360,6.791716440466320,6.613249719855870,6.576826222165250,6.514846396682100,6.196560389492260
U_2_ec15_    67,0.002738611703863,0.038692374860160,0.032720653624759,0.062372603858466,0.038688301796256,0.045042990015729,0.041919591899804,0.040377814998420,0.042750979295447,0.039737792239579,0.039317527718472,0.038626724875529,0.037174848726934,0.035893900441255,0.035867174997887,0.034739777433697,0.034387198802600,0.033421774538309,0.032756968628692,20.978004860136100,19.324893326432600,10.947489611052700,5.684454371622280,7.228656505819660,6.126203880759340,6.084718913385440,5.939288944492370,5.547529369945230,5.614814878255940,5.513565371679460,5.082696467658900,4.903045421656970,4.795928741018660,4.632976677908150,4.517281917437720,4.374975941000150,4.351457592112310,3.832441958055310
U_2_ec15_    96,0.006474325486409,0.028414683711254,0.024460333652364,0.050991172006734,0.032183752766284,0.035837750615617,0.034141531148100,0.033647831595042,0.031917588400913,0.032915524666096,0.032359214563716,0.031268907282157,0.030686536530543,0.031074481267517,0.030860635276821,0.030424428704274,0.030379440955437,0.030258972070342,0.029194285378040,20.619376337011800,20.311551676727500,11.740480328402600,6.777071829388530,7.853093212696970,7.009906863170090,6.831412745549040,6.585367351216650,6.587534895820450,6.269752565310310,6.181563434536040,5.789046956622650,5.525923392510480,5.258592981697590,5.113604491130550,4.931555395462330,4.759720694327760,4.655086629037150,4.174459550117880
U_2_ec15_   139,0.005460339922563,0.017654150036953,0.018566618163566,0.024754776283893,0.034603054593441,0.026403608691221,0.027587982055362,0.027797868145866,0.027172322811698,0.026778276571386,0.026550998919706,0.026022715753747,0.025766852882752,0.025695420116457,0.025420219561928,0.025382577834741,0.025541048502468,0.025147541513694,0.024969234270726,20.760320330386300,21.807265857455400,12.559706781345500,10.423930834863400,7.516810258722190,8.321252590661230,7.742356069439720,7.398512270652110,7.247126812721400,7.122830050474910,6.988905409053430,6.518267579071550,6.209759419553440,6.006282481694830,5.869822275500680,5.632372666327460,5.432257245290520,5.365575476411210,4.761741654034560
U_2_ec15_   200,0.004459562364193,0.014419348801510,0.012522962199324,0.015611303630561,0.020076634915214,0.023427231761195,0.021630450306900,0.021550446084055,0.021986125339055,0.021973815529018,0.021965206283110,0.021901339909844,0.022116514514844,0.021971251804766,0.021912801095593,0.021922749622555,0.021822729719377,0.022014015903269,0.022116516238824,20.960475842060300,22.454226104544000,13.768437974194000,12.252625365529800,10.422094194367500,8.916527976666440,8.933862419132090,8.647996683014410,8.284366307249940,8.083722258948630,7.906063936372590,7.342542747852120,6.939827093135090,6.751116144033060,6.571305968767550,6.324338308764690,6.175921001908750,5.992280598496160,5.332285260414920
U_2_ec15_   288,0.004848877867575,0.011293126590966,0.010681200549652,0.011777759513292,0.013000454619475,0.015047866511300,0.016767371211994,0.017167134528279,0.017131136685722,0.017263698208020,0.017622205545047,0.018018247640579,0.018151286281655,0.018471185395077,0.018514198122952,0.018714991220238,0.018863848329771,0.018882573129962,0.019527176227647,20.848352977086300,23.354578101180700,14.298865329299500,13.356686071303200,12.460034119540400,11.329785168636000,10.334429198465100,9.910390411077740,9.682603039409950,9.440236047395860,9.156848148934950,8.460873321400430,8.081812824293250,7.759135270023500,7.550103624888340,7.248172728631970,7.028078842115360,6.894136117208680,6.078015183633970
U_2_ec15_   416,0.004354987957369,0.008852640335307,0.009380152282347,0.009582532190428,0.010100321664955,0.010581422891915,0.011169194953042,0.011805849259344,0.012426949157323,0.012853165641057,0.013133692367947,0.014252097122901,0.014794182902670,0.015085849111555,0.015362467321576,0.015782788406684,0.016094704042103,0.016326977578784,0.017360226800444,21.053811179732000,24.369820383534600,14.840101408498200,14.269900637614900,13.666489428620700,13.187825714300400,12.663270522189100,12.140685082954900,11.639545051223800,11.275017595252400,11.024069630608400,10.027591936754800,9.478367829951310,9.167435163968560,8.861223638260550,8.467969099070550,8.180042865785030,7.957263866498610,6.979466145350020
U_2_ec15_   600,0.003978075098567,0.007007324108489,0.008429667308206,0.007888585898010,0.007885617032097,0.008040232639177,0.008066482222068,0.008234278358311,0.008422330374614,0.008532388259035,0.008653297421661,0.009188596318756,0.009716055306813,0.010069927228355,0.010423342199263,0.010795106312241,0.011099662761211,0.011372331013346,0.012595831063540,21.279958895012900,25.477010119625300,15.410392392983300,15.286268413065200,14.995312208335200,14.712539865943000,14.524898160773300,14.283627623574500,14.042316320849400,13.867484024465700,13.712306598379700,13.065692419241500,12.525244387465100,12.176988293888600,11.824698711648500,11.460578355736300,11.177067634320500,10.930051805761200,9.838103587492750
U_2_ec20_    67,0.002738611703863,0.027956273359360,0.083481228856747,0.034463401480790,0.092981822547631,0.040580326127881,0.044969321149716,0.053810325594067,0.042754654934537,0.042422729651236,0.045171051148233,0.041262930562560,0.039496850473647,0.039311834920856,0.037421567172784,0.036531276254386,0.036162390784418,0.035651475975044,0.033486189062862,25.978004860136100,24.984727163412800,9.757081772845470,8.702789801788520,3.387282468102680,7.368582361841820,6.405984669564250,5.462638244062520,6.127091178514450,5.963106810768610,5.582430154141790,5.322072255369670,5.111712340395560,4.894369071460940,4.856979773974370,4.660197629713530,4.510732263928510,4.407261511527070,3.899473205100860
U_2_ec20_    96,0.006474325486409,0.037505448343037,0.021758652533953,0.038210392263172,0.036112713592559,0.034322222345311,0.044213565102950,0.032585336021255,0.038533490967186,0.036354700537291,0.033972926735942,0.033628569540030,0.033108410480392,0.031841991422081,0.032349065348491,0.031747038882337,0.031032252532898,0.031279697288210,0.030294032307653,25.619376337011800,24.068006364979800,15.682449099833700,8.343078686679810,8.846716927789560,7.969360324968510,6.478537250053770,7.500237243052540,6.532322919380170,6.545637605707370,6.657450097721690,6.054970913532500,5.725002579748090,5.611474047343410,5.343939949106570,5.119484417430200,5.003225536074400,4.826952265463170,4.205920253600880
U_2_ec20_   139,0.005460339922563,0.017272786600655,0.022564131648037,0.075947929334112,0.023877225906444,0.041922293188452,0.027582076667563,0.034631818211933,0.029206757942869,0.031522763833063,0.030065967009068,0.028774915957009,0.028101669368727,0.027958479529553,0.027217411095837,0.027261668698440,0.026641190145850,0.026389202428487,0.025243928671229,25.760320330386300,26.880346347171000,15.570487502976100,3.097561033819210,10.547449716159500,6.912950477771920,8.790314142572540,7.215776218548260,7.828738809760270,7.217276807595060,7.200517499757270,6.729628761572460,6.420939594269490,6.151282200404720,6.057239890225390,5.742950872991870,5.613583207874170,5.506731050964540,4.907884659063900
U_2_ec20_   200,0.004459562364193,0.016031286896278,0.012583936858984,0.021107465662356,0.034093861555946,0.020569862245018,0.029004653386077,0.023512864340136,0.025949536200265,0.023876793754683,0.025005704487356,0.024090550854045,0.023810756160298,0.023411870148203,0.023468466104248,0.023046210565697,0.023081681003164,0.022957672500484,0.022652472610405,25.960475842060300,27.128646288046300,17.566526460786700,14.065653768170300,8.504122586259160,11.183436666458800,8.505798798869760,9.439566992907580,8.480183158281090,8.746470823270950,8.212570004099650,7.666501782165290,7.279122235955250,7.060604076674770,6.807028888543350,6.586042499540490,6.325485036411330,6.193037036565240,5.426175871228690
U_2_ec20_   288,0.004848877867575,0.010792419329540,0.011763564023119,0.013702482409968,0.022012698609422,0.024217484949547,0.018949766526312,0.021247029943044,0.020657470198296,0.020643296395362,0.020392933245166,0.020285770422785,0.020027081355299,0.020232400091758,0.020021678463797,0.020034902201557,0.020061123375053,0.020123358291934,0.020020755042474,25.848352977086300,28.637440147266900,17.802793837515800,16.198288944858000,11.983497514858200,10.132921327554300,11.401606214482200,10.092127299270200,10.004298166848200,9.677718062755360,9.541048121850380,8.762278546368250,8.368820579795010,7.976291452930910,7.799703728993080,7.453299308412960,7.195405633307420,7.009319528627680,6.184110530792600
U_2_ec20_   416,0.004354987957369,0.009330287884280,0.009527414660863,0.010299953149357,0.011746635069687,0.014595704878900,0.017361177287045,0.016742640204681,0.016300640667399,0.016500600256351,0.016567434221283,0.016984263363189,0.017167592289793,0.017197218980239,0.017346091899932,0.017481629596577,0.017470509086559,0.017524140141871,0.017987240428765,26.053811179732000,29.245686828495200,18.733031972214300,17.613741117272400,16.254179947387700,14.135581836943300,12.062459338017100,11.965953430429000,11.816739251701200,11.401079656584100,11.132455715785700,10.135705483160000,9.558368031045360,9.238926795322720,8.912747739561000,8.515460712084310,8.273101177320740,8.090594279053670,7.030052610095790
U_2_ec20_   600,0.003978075098567,0.007260387744698,0.008591518902168,0.008549703735107,0.008903375878958,0.009432472325692,0.010148028847199,0.011144667929936,0.012089159654524,0.012633727815599,0.012871414675102,0.013563423458058,0.013948602735413,0.014343097077292,0.014568216066864,0.014789448250579,0.015163816963646,0.015270905721177,0.016087511604214,26.279958895012900,30.487626912244400,19.294569427431100,18.663890765822600,17.960135461825600,17.233521368868500,16.390348401924700,15.324736795275900,14.343627859426000,13.721203121035100,13.350067443494400,12.188209426238500,11.489761763673700,10.951399937091300,10.579473239401700,10.130769519683300,9.657116451068710,9.442534931470000,8.169889904826080
U_2_ec25_    67,0.002738611703863,0.046693747480071,0.432831907822331,0.023800683150687,0.036345620086146,0.091264610247766,0.035786166815061,0.036724152598500,0.056584744944303,0.050908701648246,0.040209653157545,0.042310132583968,0.040558269424858,0.039325616032545,0.038867840579209,0.038073257774553,0.037365883756090,0.036136254092772,0.033266835697030,30.978004860136100,28.415289659592400,-21.802809791165000,11.070957504282400,7.746712438661310,3.591525345213520,7.883956159283780,7.223595529067200,5.426389337012700,5.685908607305590,6.387609087656640,5.603337810011630,5.350087780239400,5.190359965685280,5.036357996727960,4.786211999473810,4.637515701312810,4.586134140851030,4.039924139790860
U_2_ec25_    96,0.006474325486409,0.027881891838313,0.065588177914632,0.023836528210981,0.096343063335063,0.031646435866578,0.037029566637535,0.053602155408701,0.035840536138510,0.037619667844187,0.042229929568498,0.036620702617739,0.035131301178559,0.034598345710415,0.033357105724225,0.032982708380375,0.032343958869572,0.032194730994716,0.030781918131024,30.619376337011800,30.221227801201200,13.452588279974100,11.067516378494200,1.986957886765280,9.314870085807610,7.764589776326280,5.603307259287860,7.417833382368750,6.961655852495260,6.193662552205090,6.149523086769640,5.871076731884100,5.644177916609730,5.565388542806380,5.274904741314920,5.119620490418490,4.964520358264390,4.278476226127410
U_2_ec25_   139,0.005460339922563,0.024268295359779,0.019368144795087,0.032866948892083,0.029640336098142,0.027748595085427,0.044660041905995,0.026212958397020,0.036635605958810,0.032721406490579,0.030667208044134,0.030264788675016,0.029782166338785,0.029089775676597,0.028469035261366,0.027944540813022,0.027373274111588,0.027319653273106,0.025634222289241,30.760320330386300,30.723517711717500,19.877172883590900,9.812287903820980,11.258636972697300,9.856669954387540,6.703953714010330,9.410405643911550,7.307318677347040,7.642514180646770,7.800880844091700,7.032995124808150,6.614606474612810,6.409869151310370,6.244830337143760,5.975210033176910,5.810545671778260,5.642156161568230,4.994005948135270
U_2_ec25_   200,0.004459562364193,0.014455830052301,0.016441645368669,0.077515792193352,0.018131805281276,0.042169690093204,0.021533672653960,0.032826157418176,0.024253648942922,0.028324966206631,0.026299833068590,0.025668385417725,0.025197652358235,0.024727082768066,0.024435806889442,0.024206266051106,0.023805112381245,0.023631701741830,0.023004513211746,30.960475842060400,32.686010773212900,20.462472768874400,0.882519243567339,13.560343136070500,6.972450952832050,11.329227564417200,8.087765839680280,9.783710080524660,8.521802237436510,8.674355839200570,7.952275776266170,7.531509270722730,7.282407733016600,7.051476011528660,6.722864985560210,6.524178017846840,6.379746467823510,5.519947763634340
U_2_ec25_   288,0.004848877867575,0.011484476101623,0.011971636232849,0.018049467842128,0.034728047112551,0.016984302457992,0.028318236490724,0.020679138247970,0.024368537994396,0.021746848197803,0.022828473558492,0.021970102446127,0.021365548436826,0.021240870726915,0.021274925084513,0.020971542360268,0.021001964560011,0.020911378498412,0.020515503231201,30.848352977086300,33.541760711008300,21.749835399990600,18.008820656719700,8.780625488663350,14.225842591773300,9.375273179429180,11.586107360699900,9.750622033700240,10.416300223978800,9.674107378108680,9.017381272086530,8.635155200088440,8.286436800868300,7.961809971348120,7.654465408521620,7.331484590362320,7.163199561927720,6.236782638031370
U_2_ec25_   416,0.004354987957369,0.009463860140135,0.009854978675531,0.011466870329752,0.019218911664557,0.023521548395208,0.016105827530937,0.019335909574548,0.019355223336140,0.018648569768387,0.018721861268250,0.018422654723374,0.018584280519448,0.018469387657834,0.018385355371115,0.018293076061970,0.018300175707618,0.018394735255643,0.018308201536019,31.053811179732000,34.382336950987300,22.630364943835000,20.747181221868200,15.232425835028800,11.506348281891200,14.455635306700600,12.144890488843200,11.836160931534800,11.705184050615900,11.382458090849300,10.493119524751800,9.792162653717590,9.439373757605910,9.163870972121550,8.768707388613250,8.455428752958000,8.210123150919770,7.155020143226850
U_2_ec25_   600,0.003978075098567,0.007991898642594,0.008231602093000,0.008692817533946,0.009874770447931,0.012594334051865,0.016365148548370,0.015669025778364,0.014616612615791,0.015004774921480,0.015067119108962,0.015465752152443,0.015465371890983,0.015692980061390,0.015787707305093,0.015837831496738,0.015959350633382,0.015959758312973,0.016389939050393,31.279958895012900,35.265513849511600,23.604390893353600,22.411612899351500,20.838910565004600,18.062676887896900,14.300042696240900,14.345020766553500,14.679327363744200,13.891460958759900,13.575303386422500,12.267261067310300,11.663507830797100,11.105218315472400,10.722459811735000,10.241854127752600,9.859923797499070,9.671109316521800,8.305977634602520
U_2_ec30_    67,0.002738611703863,0.045503059326565,0.099330450919594,0.050971930133783,0.023509155056330,0.067192055750304,0.091337656587594,0.037606734002067,0.035306215463866,0.054382709044695,0.059892914230142,0.047167855624623,0.043515000650918,0.041403975277676,0.040354086876661,0.039322609085217,0.038742008845507,0.037292710226605,0.034756787260832,35.978004860136200,33.537134611375800,-0.780979797868467,10.136960887908700,9.544506866437350,5.129459562276500,3.580696309305290,7.762034568416460,7.415697596595860,5.648835256354050,5.068352481510970,5.464811952583840,5.378924521690180,5.268636740565280,5.115448365880000,4.897664189921550,4.721766387761660,4.667876244062880,4.008480628234650
U_2_ec30_    96,0.006474325486409,0.028728777186963,0.398363369126196,0.022090325249465,0.040269876787808,0.082686175739757,0.027143657352182,0.037004803278578,0.056877727970651,0.042685610201667,0.034691876158621,0.038375284231016,0.036908515701036,0.035832089796099,0.035269581476612,0.033568019803365,0.032647054386777,0.033023630635603,0.030235704776898,35.619376337011800,35.147465696777600,-29.488139945702300,12.909594956803200,7.935477580215430,3.642024043288980,9.743320235904820,7.819819917871380,5.344832395944480,6.771756745284650,7.487652136376970,6.308898806370110,6.013147076878820,5.803537746796720,5.603560884284730,5.450104760979350,5.306882015799750,5.077707884799090,4.442504546692270
U_2_ec30_   139,0.005460339922563,0.026508344503308,0.027298955208513,0.015688459091110,0.090781853142481,0.020285802987686,0.037841254036131,0.046723476495997,0.026659268455090,0.036092485095587,0.037742789527312,0.032058861058040,0.030916037872034,0.030047000519777,0.029587462762925,0.029373059267569,0.028627053553714,0.028014261367090,0.026522008399511,35.760320330386300,35.456105839805600,22.089813588855700,13.799454352814600,0.914312866915900,12.315675855826800,8.256354296835890,6.468924340650110,9.545198268607420,7.688201135029850,7.063575178129000,7.186881627413760,6.846101495110080,6.607665156205450,6.393375385487200,6.033204275455000,5.865662131595420,5.774010213122470,4.958708343149130
U_2_ec30_   200,0.004459562364193,0.014915494370182,0.018085690502462,0.038017746008760,0.019904413527102,0.029588163378425,0.036200862086769,0.022884582903660,0.034720414588525,0.025991950815368,0.027481241460263,0.026398543604291,0.025549313676323,0.025653939737343,0.025144551071266,0.024479785167381,0.024495850026331,0.024198861990478,0.023191707846889,35.960475842060400,37.774675866431000,23.932466530066000,9.333596969284490,15.089800789991700,10.455203777679000,8.584432686708300,11.236703059117400,7.932969041920490,9.708307991073560,9.115884791538770,8.318945118163680,7.919446334252330,7.486277312692350,7.281957723819000,7.011859095492580,6.691902837072140,6.537090088444770,5.624768453673530
U_2_ec30_   288,0.004848877867575,0.012204979642851,0.012679298787227,0.067373225818358,0.015959241627703,0.035334208334736,0.020296718566068,0.029429873809005,0.021887317495329,0.026082168153250,0.023397478082476,0.023498367040023,0.022600538093087,0.022194540349775,0.022190012599760,0.021792779202257,0.021322768632242,0.021325749180657,0.020832494381875,35.848352977086300,38.555304107902000,25.489507344053700,0.879218784120368,16.226010297018600,8.800342830261590,13.164826020670400,9.351659278378310,11.628901004760800,9.682325397763540,10.292008644341500,9.154195968672750,8.768693702224160,8.482584336311710,8.132864803612580,7.785716813448340,7.605750278569750,7.364546577673270,6.304221931597560
U_2_ec30_   416,0.004354987957369,0.009822765073166,0.009813840233207,0.013403168380362,0.036453723361204,0.014045593449255,0.024566028915742,0.019813736210463,0.020575472377152,0.020543456271944,0.019971937312557,0.019485504601327,0.019453816515727,0.019359293326695,0.019129278930378,0.019023148328989,0.019155834571106,0.018919544794242,0.018683092773496,36.053811179732000,39.546305368891300,26.681538102526000,23.330762678326700,7.700305895882350,17.656406622621700,11.388792915205700,13.351972519371500,12.174628573922400,11.986429540386900,11.717033604627700,10.823546743170400,10.077729878406000,9.662047097913210,9.406130010075780,8.937883256727750,8.507194848002100,8.365527602421850,7.198373000682900
U_2_ec30_   600,0.003978075098567,0.007612363127093,0.009090260800114,0.009741956250768,0.013435155998982,0.023195001628798,0.015940916168597,0.015837511460249,0.017953384417892,0.016691638045911,0.016964105834296,0.016773484308342,0.016612755472659,0.016610740072661,0.016632605405995,0.016561442190207,0.016515590186537,0.016627540457854,0.016596905454601,36.279958895012900,40.872546536535000,27.115685762381900,25.527489956083400,21.511446313215500,12.166761714895800,16.563860563492900,15.737707369500100,13.747881349478600,14.297520476007000,13.521732491584000,12.450758918961300,11.782366504246500,11.311179050333300,10.904134124705300,10.414906939997000,10.091341478744000,9.740730204254810,8.450085392020380
